%
% GALE automatic stratified fold generation for CV
%
% Generated at        : Thu Feb 22 00:27:10 CET 2001
% Random seed         : 69
% File name           : GALE.soybean.cv.seed.69.fold.000008.train.arff
% Number of instances : 616
%

@RELATION soybean

@ATTRIBUTE	date	{april,may,june,july,august,september,october}
@ATTRIBUTE	plant-stand	{normal,lt-normal}
@ATTRIBUTE	precip	{lt-norm,norm,gt-norm}
@ATTRIBUTE	temp	{lt-norm,norm,gt-norm}
@ATTRIBUTE	hail	{yes,no}
@ATTRIBUTE	crop-hist	{diff-lst-year,same-lst-yr,same-lst-two-yrs,same-lst-sev-yrs}
@ATTRIBUTE	area-damaged	{scattered,low-areas,upper-areas,whole-field}
@ATTRIBUTE	severity	{minor,pot-severe,severe}
@ATTRIBUTE	seed-tmt	{none,fungicide,other}
@ATTRIBUTE	germination	{90-100,80-89,lt-80}
@ATTRIBUTE	plant-growth	{norm,abnorm}
@ATTRIBUTE	leaves	{norm,abnorm}
@ATTRIBUTE	leafspots-halo	{absent,yellow-halos,no-yellow-halos}
@ATTRIBUTE	leafspots-marg	{w-s-marg,no-w-s-marg,dna}
@ATTRIBUTE	leafspot-size	{lt-1/8,gt-1/8,dna}
@ATTRIBUTE	leaf-shread	{absent,present}
@ATTRIBUTE	leaf-malf	{absent,present}
@ATTRIBUTE	leaf-mild	{absent,upper-surf,lower-surf}
@ATTRIBUTE	stem	{norm,abnorm}
@ATTRIBUTE	lodging	{yes,no}
@ATTRIBUTE	stem-cankers	{absent,below-soil,above-soil,above-sec-nde}
@ATTRIBUTE	canker-lesion	{dna,brown,dk-brown-blk,tan}
@ATTRIBUTE	fruiting-bodies	{absent,present}
@ATTRIBUTE	external-decay	{absent,firm-and-dry,watery}
@ATTRIBUTE	mycelium	{absent,present}
@ATTRIBUTE	int-discolor	{none,brown,black}
@ATTRIBUTE	sclerotia	{absent,present}
@ATTRIBUTE	fruit-pods	{norm,diseased,few-present,dna}
@ATTRIBUTE	fruit-spots	{absent,colored,brown-w/blk-specks,distort,dna}
@ATTRIBUTE	seed	{norm,abnorm}
@ATTRIBUTE	mold-growth	{absent,present}
@ATTRIBUTE	seed-discolor	{absent,present}
@ATTRIBUTE	seed-size	{norm,lt-norm}
@ATTRIBUTE	shriveling	{absent,present}
@ATTRIBUTE	roots	{norm,rotted,galls-cysts}
@ATTRIBUTE	class	{diaporthe-stem-canker,charcoal-rot,rhizoctonia-root-rot,phytophthora-rot,brown-stem-rot,powdery-mildew,downy-mildew,brown-spot,bacterial-blight,bacterial-pustule,purple-seed-stain,anthracnose,phyllosticta-leaf-spot,alternarialeaf-spot,frog-eye-leaf-spot,diaporthe-pod-&-stem-blight,cyst-nematode,2-4-d-injury,herbicide-injury}

@DATA
september,normal,gt-norm,norm,no,same-lst-two-yrs,upper-areas,minor,other,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,no,above-sec-nde,brown,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
july,normal,gt-norm,norm,yes,same-lst-two-yrs,whole-field,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
october,normal,norm,lt-norm,no,diff-lst-year,scattered,minor,fungicide,lt-80,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,powdery-mildew
june,lt-normal,gt-norm,lt-norm,yes,same-lst-yr,upper-areas,pot-severe,none,lt-80,norm,abnorm,yellow-halos,no-w-s-marg,lt-1/8,present,present,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,rotted,bacterial-pustule
july,normal,lt-norm,norm,yes,same-lst-yr,upper-areas,pot-severe,none,90-100,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,black,present,norm,dna,norm,absent,absent,norm,absent,norm,charcoal-rot
june,normal,gt-norm,norm,no,same-lst-sev-yrs,low-areas,pot-severe,fungicide,80-89,norm,abnorm,yellow-halos,no-w-s-marg,lt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,abnorm,present,present,norm,absent,norm,bacterial-pustule
august,normal,gt-norm,norm,yes,same-lst-two-yrs,whole-field,pot-severe,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,brown,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
september,lt-normal,gt-norm,gt-norm,no,same-lst-sev-yrs,whole-field,minor,fungicide,lt-80,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,no,above-sec-nde,dk-brown-blk,present,firm-and-dry,absent,none,absent,diseased,brown-w/blk-specks,norm,absent,absent,norm,absent,norm,anthracnose
september,normal,lt-norm,norm,yes,same-lst-sev-yrs,upper-areas,pot-severe,none,80-89,norm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,absent,dna,absent,absent,absent,brown,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-stem-rot
september,normal,gt-norm,norm,yes,same-lst-yr,low-areas,pot-severe,none,80-89,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,present,absent,absent,none,absent,diseased,brown-w/blk-specks,norm,absent,absent,norm,absent,norm,anthracnose
september,lt-normal,gt-norm,gt-norm,no,same-lst-two-yrs,upper-areas,pot-severe,none,80-89,norm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,brown,present,firm-and-dry,absent,none,absent,diseased,brown-w/blk-specks,norm,absent,absent,norm,absent,norm,anthracnose
june,lt-normal,norm,norm,no,diff-lst-year,scattered,pot-severe,fungicide,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
june,lt-normal,gt-norm,gt-norm,yes,same-lst-yr,upper-areas,pot-severe,fungicide,lt-80,norm,abnorm,yellow-halos,no-w-s-marg,lt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,rotted,bacterial-pustule
may,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,upper-areas,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,brown,present,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
august,normal,gt-norm,norm,yes,same-lst-two-yrs,upper-areas,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
august,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,upper-areas,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
october,normal,lt-norm,gt-norm,no,same-lst-sev-yrs,whole-field,pot-severe,fungicide,90-100,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,black,present,norm,dna,norm,absent,absent,norm,absent,norm,charcoal-rot
september,lt-normal,gt-norm,norm,yes,same-lst-two-yrs,upper-areas,minor,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
july,lt-normal,norm,norm,?,same-lst-sev-yrs,low-areas,?,?,?,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,?,above-soil,dk-brown-blk,?,absent,absent,none,absent,?,?,?,?,?,?,?,rotted,phytophthora-rot
july,lt-normal,norm,norm,yes,diff-lst-year,upper-areas,minor,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,phyllosticta-leaf-spot
july,lt-normal,norm,norm,?,same-lst-yr,low-areas,?,?,?,abnorm,abnorm,?,?,?,?,?,?,abnorm,?,above-sec-nde,dk-brown-blk,?,absent,absent,none,absent,?,?,?,?,?,?,?,rotted,phytophthora-rot
september,normal,lt-norm,gt-norm,yes,same-lst-two-yrs,scattered,pot-severe,fungicide,90-100,norm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,absent,dna,absent,absent,absent,brown,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-stem-rot
may,normal,lt-norm,lt-norm,no,diff-lst-year,scattered,minor,none,90-100,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,powdery-mildew
october,normal,gt-norm,gt-norm,?,same-lst-sev-yrs,whole-field,?,?,80-89,norm,norm,?,?,?,?,?,?,abnorm,?,absent,dna,present,absent,absent,none,absent,diseased,brown-w/blk-specks,abnorm,present,present,lt-norm,present,?,diaporthe-pod-&-stem-blight
april,normal,norm,norm,yes,diff-lst-year,scattered,minor,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
june,lt-normal,gt-norm,gt-norm,?,same-lst-sev-yrs,low-areas,?,?,?,abnorm,abnorm,?,?,?,?,?,?,abnorm,?,above-sec-nde,dk-brown-blk,?,absent,absent,none,absent,?,?,?,?,?,?,?,rotted,phytophthora-rot
october,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,pot-severe,none,90-100,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,present,absent,absent,none,absent,diseased,brown-w/blk-specks,abnorm,present,absent,lt-norm,present,norm,anthracnose
september,normal,gt-norm,gt-norm,yes,same-lst-sev-yrs,whole-field,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
october,normal,gt-norm,lt-norm,no,same-lst-two-yrs,low-areas,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,present,lower-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,abnorm,present,absent,norm,absent,norm,downy-mildew
september,normal,gt-norm,gt-norm,yes,same-lst-two-yrs,upper-areas,minor,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
october,normal,norm,norm,no,same-lst-two-yrs,scattered,pot-severe,fungicide,90-100,abnorm,norm,absent,dna,gt-1/8,absent,absent,absent,abnorm,no,absent,tan,absent,absent,absent,brown,absent,norm,dna,norm,absent,absent,norm,absent,norm,brown-stem-rot
october,normal,gt-norm,norm,yes,same-lst-yr,low-areas,minor,fungicide,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
april,lt-normal,gt-norm,norm,yes,same-lst-two-yrs,low-areas,pot-severe,none,80-89,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,norm,phytophthora-rot
august,normal,lt-norm,norm,no,same-lst-yr,whole-field,pot-severe,fungicide,80-89,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,no,absent,tan,absent,absent,absent,black,present,norm,dna,norm,absent,absent,norm,absent,norm,charcoal-rot
april,normal,norm,norm,yes,same-lst-two-yrs,scattered,minor,other,lt-80,abnorm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
june,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
june,lt-normal,norm,norm,?,diff-lst-year,low-areas,?,?,?,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,?,above-soil,dk-brown-blk,?,absent,absent,none,absent,?,?,?,?,?,?,?,rotted,phytophthora-rot
september,normal,gt-norm,norm,no,same-lst-yr,scattered,pot-severe,none,80-89,norm,abnorm,yellow-halos,w-s-marg,gt-1/8,absent,absent,lower-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,abnorm,present,absent,norm,absent,norm,downy-mildew
august,lt-normal,norm,lt-norm,yes,diff-lst-year,scattered,minor,other,90-100,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,powdery-mildew
august,normal,gt-norm,norm,yes,same-lst-two-yrs,upper-areas,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
may,normal,norm,norm,no,same-lst-sev-yrs,low-areas,minor,fungicide,80-89,norm,abnorm,yellow-halos,w-s-marg,lt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,abnorm,present,present,lt-norm,absent,norm,bacterial-pustule
june,lt-normal,norm,norm,yes,same-lst-two-yrs,scattered,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,phyllosticta-leaf-spot
june,lt-normal,gt-norm,norm,?,same-lst-sev-yrs,low-areas,?,?,?,abnorm,abnorm,?,?,?,?,?,?,abnorm,?,below-soil,dk-brown-blk,?,absent,absent,none,absent,?,?,?,?,?,?,?,rotted,phytophthora-rot
august,normal,gt-norm,norm,yes,same-lst-yr,upper-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
august,normal,gt-norm,norm,yes,same-lst-yr,scattered,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
september,lt-normal,gt-norm,norm,no,same-lst-yr,whole-field,pot-severe,fungicide,lt-80,abnorm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,bacterial-blight
june,lt-normal,gt-norm,norm,yes,same-lst-two-yrs,whole-field,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
august,normal,gt-norm,gt-norm,yes,same-lst-two-yrs,whole-field,pot-severe,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
july,normal,gt-norm,norm,yes,same-lst-sev-yrs,scattered,pot-severe,none,80-89,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dna,present,firm-and-dry,absent,none,absent,norm,dna,norm,absent,absent,norm,absent,norm,diaporthe-stem-canker
june,lt-normal,gt-norm,lt-norm,yes,diff-lst-year,low-areas,pot-severe,none,80-89,abnorm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,below-soil,brown,absent,firm-and-dry,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,norm,rhizoctonia-root-rot
july,?,?,?,?,same-lst-two-yrs,low-areas,?,?,?,abnorm,abnorm,?,?,?,?,?,?,norm,?,?,?,?,?,?,?,?,few-present,?,abnorm,absent,?,lt-norm,?,galls-cysts,cyst-nematode
july,lt-normal,lt-norm,norm,yes,same-lst-sev-yrs,whole-field,pot-severe,fungicide,lt-80,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,powdery-mildew
august,lt-normal,lt-norm,lt-norm,yes,same-lst-two-yrs,upper-areas,severe,none,80-89,abnorm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,brown,absent,norm,dna,norm,absent,absent,norm,absent,norm,brown-stem-rot
may,lt-normal,gt-norm,gt-norm,no,same-lst-sev-yrs,low-areas,minor,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
september,normal,gt-norm,gt-norm,yes,same-lst-sev-yrs,low-areas,minor,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
august,normal,gt-norm,gt-norm,yes,same-lst-yr,whole-field,pot-severe,fungicide,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
july,lt-normal,gt-norm,lt-norm,yes,same-lst-yr,low-areas,severe,fungicide,90-100,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,dna,dna,norm,absent,absent,norm,absent,norm,phytophthora-rot
september,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,severe,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,absent,tan,present,firm-and-dry,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
september,lt-normal,gt-norm,gt-norm,yes,same-lst-two-yrs,low-areas,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
august,lt-normal,gt-norm,gt-norm,yes,same-lst-two-yrs,low-areas,minor,fungicide,lt-80,norm,abnorm,yellow-halos,w-s-marg,gt-1/8,absent,absent,lower-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,abnorm,present,absent,norm,absent,norm,downy-mildew
april,?,?,?,?,?,upper-areas,?,?,?,?,abnorm,absent,dna,dna,?,present,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2-4-d-injury
october,lt-normal,norm,gt-norm,yes,same-lst-two-yrs,upper-areas,minor,other,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,norm,alternarialeaf-spot
october,normal,gt-norm,lt-norm,no,same-lst-two-yrs,upper-areas,minor,none,90-100,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,no,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,norm,purple-seed-stain
october,normal,gt-norm,norm,yes,same-lst-yr,scattered,minor,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
june,lt-normal,norm,gt-norm,?,same-lst-two-yrs,low-areas,?,?,?,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,?,above-soil,dk-brown-blk,?,absent,absent,none,absent,?,?,?,?,?,?,?,rotted,phytophthora-rot
july,normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,pot-severe,none,90-100,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,present,firm-and-dry,absent,none,absent,diseased,brown-w/blk-specks,abnorm,present,present,norm,absent,norm,anthracnose
september,lt-normal,gt-norm,norm,yes,diff-lst-year,scattered,minor,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
october,normal,gt-norm,norm,yes,same-lst-yr,scattered,pot-severe,none,lt-80,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,brown,present,firm-and-dry,absent,none,absent,norm,dna,norm,absent,absent,norm,absent,norm,diaporthe-stem-canker
september,lt-normal,gt-norm,norm,no,diff-lst-year,scattered,pot-severe,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,norm,alternarialeaf-spot
october,lt-normal,norm,norm,yes,same-lst-sev-yrs,whole-field,pot-severe,fungicide,80-89,abnorm,norm,absent,dna,dna,absent,absent,absent,abnorm,no,absent,tan,absent,absent,absent,brown,absent,norm,dna,norm,absent,absent,norm,absent,norm,brown-stem-rot
august,normal,gt-norm,norm,yes,same-lst-yr,whole-field,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,abnorm,yes,above-sec-nde,brown,present,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
may,lt-normal,gt-norm,norm,yes,same-lst-two-yrs,low-areas,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
may,lt-normal,lt-norm,norm,yes,same-lst-yr,low-areas,pot-severe,other,90-100,norm,abnorm,absent,dna,dna,absent,absent,upper-surf,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,powdery-mildew
october,normal,gt-norm,lt-norm,no,same-lst-sev-yrs,whole-field,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,lt-1/8,absent,absent,absent,abnorm,yes,absent,tan,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,present,norm,absent,norm,purple-seed-stain
september,lt-normal,gt-norm,gt-norm,yes,same-lst-sev-yrs,whole-field,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
june,lt-normal,gt-norm,gt-norm,?,same-lst-two-yrs,low-areas,?,?,?,abnorm,abnorm,?,?,?,?,?,?,abnorm,?,above-sec-nde,dk-brown-blk,?,absent,absent,none,absent,?,?,?,?,?,?,?,rotted,phytophthora-rot
april,lt-normal,gt-norm,gt-norm,?,same-lst-sev-yrs,low-areas,?,?,?,abnorm,abnorm,?,?,?,?,?,?,abnorm,?,above-sec-nde,dk-brown-blk,?,absent,absent,none,absent,?,?,?,?,?,?,?,rotted,phytophthora-rot
july,normal,gt-norm,norm,yes,same-lst-sev-yrs,low-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
september,normal,gt-norm,norm,yes,same-lst-two-yrs,scattered,pot-severe,fungicide,90-100,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dna,present,firm-and-dry,absent,none,absent,norm,dna,norm,absent,absent,norm,absent,norm,diaporthe-stem-canker
june,normal,gt-norm,norm,yes,same-lst-two-yrs,whole-field,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
june,lt-normal,?,lt-norm,?,diff-lst-year,scattered,?,?,?,abnorm,abnorm,absent,dna,dna,absent,present,?,abnorm,?,?,?,?,?,?,?,?,dna,?,?,?,?,?,?,rotted,herbicide-injury
august,normal,gt-norm,gt-norm,yes,same-lst-yr,whole-field,pot-severe,fungicide,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
september,normal,norm,norm,yes,same-lst-yr,whole-field,pot-severe,other,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dna,present,absent,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
july,normal,gt-norm,norm,no,same-lst-yr,low-areas,pot-severe,none,80-89,norm,abnorm,yellow-halos,no-w-s-marg,lt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,abnorm,present,present,lt-norm,absent,rotted,bacterial-pustule
july,normal,lt-norm,norm,no,same-lst-two-yrs,whole-field,minor,none,lt-80,abnorm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,present,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,phyllosticta-leaf-spot
september,normal,norm,norm,yes,same-lst-two-yrs,low-areas,minor,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,brown,absent,firm-and-dry,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
october,normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,pot-severe,none,80-89,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,present,absent,absent,none,absent,diseased,brown-w/blk-specks,abnorm,present,absent,lt-norm,present,norm,anthracnose
